title,job_role,companyName,job_location,Job_Summary,post_date,salary,today_date,Job_url
AI/ML Engineer,Machine Learning Engineer,Mindfire Solutions,"Delhi, Delhi","Solid theoretical understanding of machine learning.
Develop, validate, and implement machine learning models and algorithms.",PostedPosted 19 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=38ae70f94af67634&fccid=5beecbf9b1fcfd6f&vjs=3
,,,,,,,,
Computer Vision Research Engineer - Machine Learning,Machine Learning Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Demonstrated past algorithm development in at least one area within machine learning like neural networks, clustering, object tracking.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=61344444b87ca46d&fccid=9ab138c02aaca829&vjs=3
Data Scientist,Machine Learning Engineer,Glowfin,"Delhi, Delhi","O Hands on exposure of machine learning model development using tools and technologies such as R, Python, Azure.
Total work: 4 years (Preferred).",EmployerActive 2 days ago,"₹12,00,000 - ₹15,00,000 a year",2023-08-30,https://in.indeed.com/company/Glowfin/jobs/Data-Scientist-ed663645829cc7e8?fccid=e2c59b709fd685fc&vjs=3
Data Engineer - Azure,Machine Learning Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","We focus on topics ranging from computer-aided design and simulations (CAD, CAE) for powertrain, chassis and exteriors to embedded systems, telematics and…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=0dce0ebbb2c891af&fccid=9ab138c02aaca829&vjs=3
Data Science,Machine Learning Engineer,Ellicium,"Pune, Maharashtra","Providing continuous learning and development opportunities, unlocking your full potential.
We enable business transformation through Big Data, Analytics,.",PostedPosted 14 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=97355541c3eee158&fccid=5d91cffe85c9b371&vjs=3
Data Engineer,Machine Learning Engineer,Uvation,"Remote in Delhi, Delhi","As a Data Engineer, you will be responsible for designing, developing, and maintaining the data architecture, data management systems, and data processing…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=a2a8ecd3bd9ed8aa&fccid=ade7c615896d91f4&vjs=3
Staff Machine Learning Engineer,Machine Learning Engineer,Intercontinental Exchange,"Remote in Pune, Maharashtra","Excellent understanding of machine learning techniques and algorithms, such as k-NN, Naive Bayes, SVM, Decision Forests, Neural Networks, etc.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=400132ddf3beb5a1&fccid=306f81e1483f7d82&vjs=3
,,,,,,,,
,,,,,,,,
Machine Learning Compiler Engineer,Machine Learning Engineer,Ceremorphic,"Hyderabad, Telangana","Experience working with high level machine learning frameworks (Tensorflow, PyTorch, MXNet).
Knowledge of the machine learning hardware accelerator space (basic…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=d9eb1dc703300308&fccid=802be81faeefbe5e&vjs=3
Artificial Intelligence Intern,Machine Learning Engineer,Von Services,"Kochi, Kerala","Familiarity with popular machine learning frameworks.
Strong understanding of machine learning concepts, algorithms, and training techniques.",EmployerActive 8 days ago,"₹30,000 - ₹40,000 a month",2023-08-30,https://in.indeed.com/company/G-Plus-Enterprises/jobs/Business-Intelligence-Analyst-Intern-6b79daa0eb95a631?fccid=4e84a4a81c8299b9&vjs=3
Manager - EmTech - Machine Learning - MC Analytics - Mumbai/Bangalore,Machine Learning Engineer,PwC,"Mumbai, Maharashtra","Quickly test and reject hypotheses around data processing and machine learning model building.
Build machine learning pipelines that ingest, clean data, and…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=a8655aa79c60c21a&fccid=5e964c4afc56b180&vjs=3
,,,,,,,,
,,,,,,,,
Data Engineer,Machine Learning Engineer,Crypto Mize,"Delhi, Delhi","After formulating a set of dataset processes, data engineers store optimized data.
Data engineers dive into data and pinpoint tasks where manual participation…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=47c4e7b53a0d6201&fccid=bdad58a8df3ba8a4&vjs=3
Snowflake Data Engineer,Machine Learning Engineer,KPMG,"Gurgaon, Haryana","Lighthouse, KPMG’s Big Data, AI & Analytics practice has deep industry specialization and focuses on solution delivery for Data Engineering, Data Science, Data…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=31bae13337b99322&fccid=2dd390c3a48a7ed0&vjs=3
Project Manager (Cloud) Immediate Joiners Preferred ONLY,Machine Learning Engineer,Alcor Solutions Inc.,Remote in Remote,"Alcor Solutions is hiring a Cloud Project Manager with 8+ years of experience.
This is 100% remote opportunity.
We are looking for immediate joiners.",EmployerActive 21 days ago,"Up to ₹30,00,000 a year",2023-08-30,https://in.indeed.com/company/Alcor-Solutions-Inc./jobs/Joiner-7ce7500c0a23eea8?fccid=4b26885231670e01&vjs=3
Database Developers,Machine Learning Engineer,OmnePresent,"Remote in Pune, Maharashtra","For onboarding, you will have to sign a 2.5 years’ service agreement with the company.
CANDIDATE SHOULD BE OPEN TO LEARNING AND WORKING ON NEW TECHNOLOGIES.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=51ea5b022ad2274c&fccid=39ab39ae0c9e0484&vjs=3
Machine learning engineer,Machine Learning Engineer,3loq,"Hyderabad, Telangana","0-2 years of machine learning experience.
Machine learning, Data analysis, Statistics & Probability.
Checking data from every stage and every base for assigned…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=73ca5af92b87983b&fccid=4722bb04fac998c7&vjs=3
Data Science Engineer,Machine Learning Engineer,F(x) Data Labs PVT LTD,"Ahmedabad, Gujarat","Knowledge of a variety of machine learning techniques (clustering, decision tree learning, artificial neural networks, etc.) and their real-world advantages…",EmployerActive 6 days ago,"₹5,00,000 - ₹7,00,000 a year",2023-08-30,https://in.indeed.com/company/F(x)-Data-Labs-PVT-LTD/jobs/Data-Scientist-c4fcfe27e21d047c?fccid=62074cabcc5c06e0&vjs=3
Machine Learning/Artificial Intelligence,Machine Learning Engineer,Code Tree Software Solutions,"Vijayawada, Andhra Pradesh","Responsible for artificial intelligence/machine learning technology and application analysis, understand latest industrial and academic developments in AI/ML.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=170fbd47759aca33&fccid=3d61e324cd2c1543&vjs=3
Machine Learning Engineer,Machine Learning Engineer,PayPal,"Bengaluru, Karnataka+1 location","Ideal candidate will have a strong background in developing and implementing machine learning algorithms.
This team leverages state of the art machine learning…",PostedPosted 11 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=85fd57988dcf0802&fccid=978d9fd9799d55a8&vjs=3
Junior Frontend Engineer,Machine Learning Engineer,Clarifai,"Remote in Bengaluru, Karnataka","You may collaborate with other members of our team, include the backend, infrastructure, and applied machine learning engineers, designers, and product managers…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=fa10b9e4ee1727da&fccid=0bfd6b75d98e7714&vjs=3
Backend Engineer (Gurgaon),Machine Learning Engineer,Tealfeed,"Gurgaon, Haryana","We believe that the internet can be a better learning place by providing creators with the right tools and support.
What you’ll be doing:
Who we’re looking for:",PostedPosted 21 days ago,"₹12,00,000 - ₹18,00,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=e7ada3ad5ec99c97&fccid=318044dbb8281914&vjs=3
Data Scientist,Machine Learning Engineer,Stemly Pte Ltd,Remote,"The ideal candidate will be a talented data scientist, adept at machine learning and/or applied statistics with strong foundations in computer science…",PostedPosted 15 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=53aee2c06387a78f&fccid=209ba9c4e9365bc4&vjs=3
Database Developers,Machine Learning Engineer,OmnePresent,"Remote in Pune, Maharashtra","For onboarding, you will have to sign a 2.5 years’ service agreement with the company.
CANDIDATE SHOULD BE OPEN TO LEARNING AND WORKING ON NEW TECHNOLOGIES.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=51ea5b022ad2274c&fccid=39ab39ae0c9e0484&vjs=3
Backend Engineer (Gurgaon),Machine Learning Engineer,Tealfeed,"Gurgaon, Haryana","We have recently launched several features such as newsletters, 1:1 connect sessions, and plan to provide creators with the entire ecosystem necessary to start…",PostedPosted 21 days ago,"₹12,00,000 - ₹18,00,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=e7ada3ad5ec99c97&fccid=318044dbb8281914&vjs=3
Machine learning engineer,Machine Learning Engineer,3loq,"Hyderabad, Telangana","0-2 years of machine learning experience.
Machine learning, Data analysis, Statistics & Probability.
Checking data from every stage and every base for assigned…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=73ca5af92b87983b&fccid=4722bb04fac998c7&vjs=3
Data Engineer - Azure,Machine Learning Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","We focus on topics ranging from computer-aided design and simulations (CAD, CAE) for powertrain, chassis and exteriors to embedded systems, telematics and…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=0dce0ebbb2c891af&fccid=9ab138c02aaca829&vjs=3
Machine Learning Engineer,Machine Learning Engineer,Tapaya Technologies,"Calicut, Kerala","Looking for developers with experience in machine learning specifically in NLP.
Familiarity with python ML libraries.
Specific experience in NLP tasks.",EmployerActive 2 days ago,"₹8,000 - ₹25,000 a month",2023-08-30,https://in.indeed.com/company/Tlabz/jobs/Machine-Learning-Engineer-8f506e1436d0d40f?fccid=071d381abfb7b7a1&vjs=3
,,,,,,,,
Junior Software Engineer- Frontend,Machine Learning Engineer,Zuma,"Bengaluru, Karnataka","Zuma makes an automated sales agent that converses with 100% of inbound leads, ultimately improving the way consumers interact with businesses and organizations…",PostedPosted 15 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=2a002bbdf23c95f4&fccid=337a0fb6be987a37&vjs=3
,,,,,,,,
,,,,,,,,
,,,,,,,,
Support Engineer,Machine Learning Engineer,Propel Technology Group,"Chennai, Tamil Nadu","As an IT Support Engineer at Propel, you will play a crucial role in providing technical assistance and support to our internal and external users.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=41635bee7e3e9cbf&fccid=baeb7da83994f0bc&vjs=3
,,,,,,,,
Children's Book Illustrator,Machine Learning Engineer,K2Hub,"Remote in Bengaluru, Karnataka","Proven illustration skills, with a portfolio demonstrating your abilities (experience with children's book illustration is a plus but not required).",PostedPosted 30+ days ago,"₹35,000 - ₹45,000 a month",2023-08-30,https://in.indeed.com/company/K2Hub/jobs/Illustrator-75c6ed423d92753b?fccid=dac98fca20b53cb4&vjs=3
Python Developer,Machine Learning Engineer,Capital Numbers Infotech,Remote,We offer opportunities to take ownership of the full development life-cycle where you will be expected to manage and deliver projects on time and to a high…,PostedPosted 30+ days ago,"Up to ₹22,00,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=c7369003c499f0d7&fccid=d367bcc2eb80486a&vjs=3
Machine Learning Engineer,Machine Learning Engineer,Cientra Techsolution,"Bengaluru, Karnataka","Excellent quantitative skills and experience in statistics and machine learning.
Interest in learning and applying the learnings to achieve the objectives.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=b48dfd14cb030894&fccid=ce8c7a399b802ebe&vjs=3
Machine Learning Lead Developer (Gen AI),Machine Learning Engineer,EY,"Thiruvananthapuram, Kerala","Relevant Experience of 2+ year and total experience in software development 6+.
Proven experience as a Machine Learning Engineer or similar role, minimum of 1…",PostedPosted 13 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=fc3a18e04533fdbb&fccid=1544766d4c2915b0&vjs=3
,,,,,,,,
,,,,,,,,
Data Engineer - Machine Learning/Data Science,Machine Learning Engineer,GLOBALFOUNDRIES,"Bengaluru, Karnataka","Understanding of advanced data analytics and machine learning.
Experience deploying advanced data analytics and machine learning applications.",PostedPosted 8 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=95cc0fb0d53e88bf&fccid=6a2e5a5f89491e88&vjs=3
Engineer - Data Science (DATA SCIENCE ENGINEER),Machine Learning Engineer,Ninestars Information Technologies,"Bengaluru, Karnataka",Tech/MCA/MSC - Computer Science/IT/Data Science/Machine Learning/Deep Learning/Artificial Intelligence Engineering (1st Division).,PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=9b271a236e485b91&fccid=0f52fcdc20bbd3dd&vjs=3
Trainee Software Engineer,Machine Learning Engineer,ScaleReal Technologies,Remote,"Remote, India/Pune | Full time | 0 - 1 years of Experience.
Writing Clean, Readable, Testable, and Reusable Code.
Basic TDD, unit test, and debugging skills.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=f1018a3c8b51a2f9&fccid=4f0e91f8e6cb0371&vjs=3
AI/ML Intern,Machine Learning Engineer,EY,"Kochi, Kerala","Desire to have completed training on Python programming with machine learning concepts.
Learn and develop solutions using AI ML technologies with Python, Azure…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=f31a6bc4e532127d&fccid=1544766d4c2915b0&vjs=3
Development Operations Engineer,Machine Learning Engineer,Infor,+1 locationRemote,"Collaborate with other DevOps engineers.
You’ll need to have strong experience in Amazon Web Services.
You will be engaging with development teams, providing…",PostedPosted 21 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=da2b9885811a8ce8&fccid=ddf188c30da34688&vjs=3
Azure Data Engineer,Machine Learning Engineer,Amazatic Solutions LLP,"Remote in Pune, Maharashtra",A data engineer will possess both programming and data management skills and can complete data projects from end to end where required.,PostedPosted 13 days ago,"₹10,30,682 - ₹25,91,899 a year",2023-08-30,https://in.indeed.com/company/Amazatic-Solutions/jobs/Data-Engineer-604e79333582c493?fccid=86aa520f66376ed6&vjs=3
Data Science Online Trainer,Machine Learning Engineer,Prognoz,Remote,"1+ year experience in Data Science.
Must have worked on minimum 2 Data Science Projects and must have at least 50 hours experience in online training on Data…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=627cad5cd3adc60c&fccid=d3c16ab1f2de3595&vjs=3
Associate Engineer - Aerodynamics,Machine Learning Engineer,Airbus,"Bengaluru, Karnataka","➢ Overall understanding of data analytics, Machine learning.
Designing and developing the aircraft of the future paving the way for decarbonized aviation.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=12c2097ced529f35&fccid=2d0740e02e80cf22&vjs=3
Deep Learning Engineer,Machine Learning Engineer,RadiusAI,"Bengaluru, Karnataka","Experience in data-driven problem-solving and the deployment of machine learning models.
We are currently looking to hire data scientist with experience in…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=317342ebe865a281&fccid=27daef40efcb05a3&vjs=3
